robot_local,robot_frame_idx,robot_keyframe,matched_human_local,matched_human_frame_idx,matched_human_keyframe,barycentric_human_local,barycentric_human_frame_idx
111,269,0,14,88,0,10.123702049255371,84.12370204925537
112,270,0,14,88,0,10.5197172164917,84.5197172164917
113,271,0,14,88,0,10.981695175170898,84.9816951751709
114,272,0,14,88,0,11.346261024475098,85.3462610244751
115,273,0,14,88,0,11.774537086486816,85.77453708648682
116,274,0,14,88,0,11.725057601928711,85.72505760192871
117,275,0,14,88,0,11.722027778625488,85.72202777862549
118,276,0,14,88,0,11.654402732849121,85.65440273284912
119,277,0,14,88,0,11.573565483093262,85.57356548309326
120,278,0,14,88,0,11.502907752990723,85.50290775299072
121,279,0,14,88,0,11.468632698059082,85.46863269805908
122,280,0,14,88,0,11.429311752319336,85.42931175231934
123,281,0,14,88,0,11.448423385620117,85.44842338562012
124,282,0,14,88,0,11.452816009521484,85.45281600952148
125,283,0,14,88,0,11.452156066894531,85.45215606689453
126,284,0,14,88,0,11.328740119934082,85.32874011993408
127,285,0,14,88,0,11.198002815246582,85.19800281524658
128,286,0,14,88,0,11.086277961730957,85.08627796173096
129,287,0,14,88,0,10.790127754211426,84.79012775421143
130,288,0,14,88,0,10.313875198364258,84.31387519836426
131,289,0,14,88,0,8.774163246154785,82.77416324615479
132,290,0,5,79,2,8.245978355407715,82.24597835540771
133,291,0,5,79,2,7.834187030792236,81.83418703079224
134,292,0,5,79,2,7.158259391784668,81.15825939178467
135,293,0,5,79,2,6.706211566925049,80.70621156692505
136,294,0,4,78,0,6.569088935852051,80.56908893585205
137,295,0,5,79,2,6.622611045837402,80.6226110458374
138,296,0,4,78,0,6.665931224822998,80.665931224823
139,297,0,4,78,0,6.165177345275879,80.16517734527588
140,298,0,4,78,0,6.347282886505127,80.34728288650513
141,299,0,4,78,0,6.297149181365967,80.29714918136597
142,300,0,4,78,0,6.144937515258789,80.14493751525879
143,301,0,4,78,0,6.021021842956543,80.02102184295654
144,302,0,4,78,0,5.922185897827148,79.92218589782715
145,303,0,4,78,0,5.968469619750977,79.96846961975098
146,304,0,4,78,0,5.966625690460205,79.9666256904602
147,305,0,4,78,0,5.836781978607178,79.83678197860718
148,306,0,4,78,0,5.962291240692139,79.96229124069214
149,307,0,4,78,0,5.724295139312744,79.72429513931274
150,308,0,4,78,0,5.7582173347473145,79.75821733474731
151,309,0,4,78,0,5.692165851593018,79.69216585159302
152,310,0,4,78,0,5.679344177246094,79.6793441772461
153,311,0,4,78,0,5.780978679656982,79.78097867965698
154,312,0,4,78,0,5.733083248138428,79.73308324813843
155,313,0,4,78,0,5.794983863830566,79.79498386383057
156,314,0,4,78,0,5.7448906898498535,79.74489068984985
157,315,0,4,78,0,5.753574848175049,79.75357484817505
158,316,0,4,78,0,5.737011432647705,79.7370114326477
159,317,0,4,78,0,5.792794227600098,79.7927942276001
160,318,0,4,78,0,5.883000373840332,79.88300037384033
161,319,0,4,78,0,5.959815502166748,79.95981550216675
162,320,0,4,78,0,6.366595268249512,80.36659526824951
163,321,0,4,78,0,6.47191047668457,80.47191047668457
164,322,0,4,78,0,6.699246883392334,80.69924688339233
165,323,0,4,78,0,6.8423237800598145,80.84232378005981
166,324,0,4,78,0,6.955160617828369,80.95516061782837
167,325,0,4,78,0,7.487704753875732,81.48770475387573
168,326,0,4,78,0,7.536335468292236,81.53633546829224
169,327,0,15,89,4,8.354656219482422,82.35465621948242
170,328,0,15,89,4,9.010961532592773,83.01096153259277
171,329,0,15,89,4,9.259163856506348,83.25916385650635
172,330,0,15,89,4,10.829731941223145,84.82973194122314
173,331,0,15,89,4,12.192995071411133,86.19299507141113
174,332,0,15,89,4,14.07924747467041,88.07924747467041
175,333,0,15,89,4,14.765326499938965,88.76532649993896
176,334,0,15,89,4,14.907422065734863,88.90742206573486
177,335,0,15,89,4,14.96291446685791,88.96291446685791
178,336,0,15,89,4,14.977910995483398,88.9779109954834
179,337,0,15,89,4,14.987298011779785,88.98729801177979
180,338,0,15,89,4,14.991721153259277,88.99172115325928
181,339,0,15,89,4,14.994112968444824,88.99411296844482
182,340,0,15,89,4,14.995776176452637,88.99577617645264
183,341,0,15,89,4,14.996657371520996,88.996657371521
184,342,0,15,89,4,14.997393608093262,88.99739360809326
185,343,0,15,89,4,14.998077392578125,88.99807739257812
186,344,0,15,89,4,14.998566627502441,88.99856662750244
187,345,0,15,89,4,14.998868942260742,88.99886894226074
188,346,0,15,89,4,14.99880313873291,88.99880313873291
189,347,0,15,89,4,14.99879264831543,88.99879264831543
190,348,0,15,89,4,14.998740196228027,88.99874019622803
191,349,0,15,89,4,14.998692512512207,88.9986925125122
192,350,0,15,89,4,14.998710632324219,88.99871063232422
193,351,4,15,89,4,14.998591423034668,88.99859142303467
