robot_local,robot_frame_idx,robot_keyframe,matched_human_local,matched_human_frame_idx,matched_human_keyframe,barycentric_human_local,barycentric_human_frame_idx
111,111,0,20,25,0,22.681608200073242,27.681608200073242
112,112,0,20,25,0,23.24098014831543,28.24098014831543
113,113,0,20,25,0,23.88258171081543,28.88258171081543
114,114,0,22,27,0,23.94024658203125,28.94024658203125
115,115,0,23,28,0,24.26911735534668,29.26911735534668
116,116,0,23,28,0,24.635923385620117,29.635923385620117
117,117,0,27,32,0,25.605016708374023,30.605016708374023
118,118,0,27,32,0,26.132080078125,31.132080078125
119,119,0,28,33,0,26.786022186279297,31.786022186279297
120,120,0,28,33,0,27.182939529418945,32.182939529418945
121,121,0,28,33,0,27.65933609008789,32.65933609008789
122,122,0,29,34,0,27.959430694580078,32.95943069458008
123,123,0,29,34,0,28.38876724243164,33.38876724243164
124,124,0,29,34,0,28.80647850036621,33.80647850036621
125,125,0,29,34,0,29.043102264404297,34.0431022644043
126,126,0,29,34,0,29.231855392456055,34.231855392456055
127,127,0,29,34,0,29.44131851196289,34.44131851196289
128,128,0,30,35,2,29.708574295043945,34.708574295043945
129,129,0,31,36,3,30.011451721191406,35.011451721191406
130,130,0,31,36,3,30.186664581298828,35.18666458129883
131,131,0,31,36,3,30.282005310058594,35.282005310058594
132,132,0,31,36,3,30.369325637817383,35.36932563781738
133,133,3,31,36,3,31.0,36.0
