robot_local,robot_frame_idx,robot_keyframe,matched_human_local,matched_human_frame_idx,matched_human_keyframe,barycentric_human_local,barycentric_human_frame_idx
142,142,0,8,8,0,14.310647964477539,14.310647964477539
143,143,0,9,9,0,14.808158874511719,14.808158874511719
144,144,0,10,10,0,15.266621589660645,15.266621589660645
145,145,0,10,10,0,15.61992359161377,15.61992359161377
146,146,0,10,10,0,16.544185638427734,16.544185638427734
147,147,0,10,10,0,17.108654022216797,17.108654022216797
148,148,0,10,10,0,16.805892944335938,16.805892944335938
149,149,0,17,17,0,16.851730346679688,16.851730346679688
150,150,0,16,16,0,15.837482452392578,15.837482452392578
151,151,0,16,16,0,16.228452682495117,16.228452682495117
152,152,0,17,17,0,16.493927001953125,16.493927001953125
153,153,0,17,17,0,16.69743537902832,16.69743537902832
154,154,0,17,17,0,16.526012420654297,16.526012420654297
155,155,0,16,16,0,16.213294982910156,16.213294982910156
156,156,0,15,15,0,15.987071990966797,15.987071990966797
157,157,0,15,15,0,16.379104614257812,16.379104614257812
158,158,0,15,15,0,17.588699340820312,17.588699340820312
159,159,0,25,25,0,20.18939208984375,20.18939208984375
160,160,0,25,25,0,22.223508834838867,22.223508834838867
161,161,0,25,25,0,22.82731056213379,22.82731056213379
162,162,0,25,25,0,21.770679473876953,21.770679473876953
163,163,0,25,25,0,22.04737663269043,22.04737663269043
164,164,0,19,19,0,22.504838943481445,22.504838943481445
165,165,0,31,31,3,24.974885940551758,24.974885940551758
166,166,3,31,31,3,26.976961135864258,26.976961135864258
