robot_local,robot_frame_idx,robot_keyframe,matched_human_local,matched_human_frame_idx,matched_human_keyframe,barycentric_human_local,barycentric_human_frame_idx
111,114,0,31,37,0,34.396629333496094,40.396629333496094
112,115,0,31,37,0,34.89820098876953,40.89820098876953
113,116,0,31,37,0,35.3049430847168,41.3049430847168
114,117,0,32,38,0,35.6173095703125,41.6173095703125
115,118,0,32,38,0,35.84727096557617,41.84727096557617
116,119,0,32,38,0,36.011878967285156,42.011878967285156
117,120,0,32,38,0,36.127655029296875,42.127655029296875
118,121,2,32,38,0,36.20865249633789,42.20865249633789
119,122,0,32,38,0,36.2653694152832,42.2653694152832
120,123,0,32,38,0,36.30415344238281,42.30415344238281
121,124,0,32,38,0,36.32919692993164,42.32919692993164
122,125,0,32,38,0,36.34486770629883,42.34486770629883
123,126,0,32,38,0,36.35152816772461,42.35152816772461
124,127,0,32,38,0,36.35626220703125,42.35626220703125
125,128,0,32,38,0,36.360469818115234,42.360469818115234
126,129,0,32,38,0,36.36482238769531,42.36482238769531
127,130,0,32,38,0,36.36714553833008,42.36714553833008
128,131,0,32,38,0,36.37174606323242,42.37174606323242
129,132,0,32,38,0,36.379615783691406,42.379615783691406
130,133,0,32,38,0,36.391502380371094,42.391502380371094
131,134,0,32,38,0,36.40077209472656,42.40077209472656
132,135,0,32,38,0,36.40753173828125,42.40753173828125
133,136,0,33,39,0,36.59138107299805,42.59138107299805
134,137,0,34,40,0,36.878028869628906,42.878028869628906
135,138,0,35,41,0,37.22811508178711,43.22811508178711
136,139,0,36,42,2,37.617919921875,43.617919921875
137,140,0,37,43,0,38.030574798583984,44.030574798583984
138,141,0,38,44,0,38.450592041015625,44.450592041015625
139,142,0,39,45,0,38.86335372924805,44.86335372924805
140,143,0,40,46,0,39.251243591308594,45.251243591308594
141,144,0,41,47,0,39.58408737182617,45.58408737182617
142,145,0,41,47,0,39.927127838134766,45.927127838134766
143,146,3,42,48,3,42.0,48.0
